,Name,Age,Gender,Condition,Picture_no,Picture_gender,Rating,Artist,Stimulus,Valence,Stimulus_no,Mood
0,KK,21,female,0,09,M,3.2,,,,,
1,KK,21,female,0,01,M,4.9,,,,,
2,KK,21,female,0,03,F,5.0,,,,,
3,KK,21,female,0,04,F,4.3,,,,,
4,KK,21,female,0,06,M,5.1,,,,,
5,KK,21,female,0,06,F,4.7,,,,,
6,KK,21,female,0,08,F,5.0,,,,,
7,KK,21,female,0,05,M,5.0,,,,,
8,KK,21,female,0,08,M,5.0,,,,,
9,KK,21,female,0,02,F,4.6,,,,,
10,KK,21,female,0,03,M,5.0,,,,,
11,KK,21,female,0,05,F,5.0,,,,,
12,KK,21,female,0,10,F,5.0,,,,,
13,KK,21,female,0,07,M,5.0,,,,,
14,KK,21,female,0,07,F,5.9,,,,,
15,KK,21,female,0,09,F,4.4,,,,,
16,KK,21,female,0,01,F,5.5,,,,,
17,KK,21,female,0,04,M,5.0,,,,,
18,KK,21,female,0,02,M,5.0,,,,,
19,KK,21,female,0,10,M,5.0,,,,,
20,KK,21,female,1,03,M,5.9,Lyrics/Ukendt_Kunstner,jpg,+2.65,06,Hap
21,KK,21,female,1,03,F,4.0,Musicstimuli/Début,wav,0.062,02,Sad
22,KK,21,female,1,08,M,4.2,Lyrics/L.O.C,jpg,-3.67,05,Sad
23,KK,21,female,1,06,F,3.2,Musicstimuli/Emptiness,wav,0.076,03,Sad
24,KK,21,female,1,10,F,5.0,Musicstimuli/Velvet.sky,wav,0.068,05,Sad
25,KK,21,female,1,05,M,5.0,Musicstimuli/New.and.moments,wav,0.868,08,Hap
26,KK,21,female,1,02,M,5.0,Lyrics/Shu-Bi-Dua,jpg,-3.92,04,Sad
27,KK,21,female,1,05,F,3.3,Musicstimuli/Crossing.over,wav,0.087,01,Sad
28,KK,21,female,1,08,F,5.6,Musicstimuli/Morning.talk,wav,0.826,07,Hap
29,KK,21,female,1,06,M,5.8,Lyrics/L.O.C,jpg,+2.65,07,Hap
30,KK,21,female,1,02,F,5.0,Lyrics/C.V.Joergensen,jpg,+2.50,10,Hap
31,KK,21,female,1,01,M,5.1,Musicstimuli/Darling.I.can.get.it,wav,0.899,06,Hap
32,KK,21,female,1,04,F,2.7,Lyrics/L.O.C,jpg,-3.28,02,Sad
33,KK,21,female,1,07,M,5.1,Musicstimuli/Straight.outta.the.beach,wav,0.775,10,Hap
34,KK,21,female,1,07,F,7.2,Musicstimuli/Shining.rainbow,wav,0.867,09,Hap
35,KK,21,female,1,01,F,5.0,Lyrics/Ukendt_kunstner,jpg,-1.18,03,Sad
36,KK,21,female,1,04,M,7.0,Lyrics/Floedeklinikken,jpg,+2.01,08,Hap
37,KK,21,female,1,09,M,3.5,Musicstimuli/Northern.star,wav,0.051,04,Sad
38,KK,21,female,1,09,F,3.8,Lyrics/Malk-de-Koijn,jpg,-2.92,01,Sad
39,KK,21,female,1,10,M,4.1,Lyrics/Malk-de-Koijn,jpg,+1.79,09,Hap
